gutenberg_id,text
126,"put a brake on,"" said he."
126,
126,"""Perhaps you have some observation to make, Summerlee?"""
126,
126,"""You should drop all work instantly, Challenger, and take three months in"
126,"a German watering-place,"" said he."
126,
126,"""Profound!  Profound!"" cried Challenger.  ""Now, my young friend, is it"
126,possible that wisdom may come from you where your seniors have so
126,"signally failed?"""
126,
126,"And it did.  I say it with all modesty, but it did.  Of course, it all"
126,"seems obvious enough to you who know what occurred, but it was not so"
126,very clear when everything was new.  But it came on me suddenly with the
126,full force of absolute conviction.
126,
126,"""Poison!"" I cried."
126,
126,"Then, even as I said the word, my mind flashed back over the whole"
126,"morning's experiences, past Lord John with his buffalo, past my own"
126,"hysterical tears, past the outrageous conduct of Professor Summerlee, to"
126,"the queer happenings in London, the row in the park, the driving of the"
126,"chauffeur, the quarrel at the oxygen warehouse.  Everything fitted"
126,suddenly into its place.
126,
126,"""Of course,"" I cried again.  ""It is poison.  We are all poisoned."""
126,
126,"""Exactly,"" said Challenger, rubbing his hands, ""we are all poisoned.  Our"
126,"planet has swum into the poison belt of ether, and is now flying deeper"
126,into it at the rate of some millions of miles a minute.  Our young friend
126,has expressed the cause of all our troubles and perplexities in a single
126,"word, 'poison.'"""
126,
126,We looked at each other in amazed silence.  No comment seemed to meet the
126,situation.
126,
126,"""There is a mental inhibition by which such symptoms can be checked and"
126,"controlled,"" said Challenger.  ""I cannot expect to find it developed in"
126,"all of you to the same point which it has reached in me, for I suppose"
126,that the strength of our different mental processes bears some proportion
126,to each other.  But no doubt it is appreciable even in our young friend
126,here.  After the little outburst of high spirits which so alarmed my
126,domestic I sat down and reasoned with myself.  I put it to myself that I
126,had never before felt impelled to bite any of my household.  The impulse
126,had then been an abnormal one.  In an instant I perceived the truth.  My
126,"pulse upon examination was ten beats above the usual, and my reflexes"
126,"were increased.  I called upon my higher and saner self, the real G. E."
126,"C., seated serene and impregnable behind all mere molecular disturbance."
126,"I summoned him, I say, to watch the foolish mental tricks which the"
126,poison would play.  I found that I was indeed the master.  I could
126,recognize and control a disordered mind.  It was a remarkable exhibition
126,"of the victory of mind over matter, for it was a victory over that"
126,particular form of matter which is most intimately connected with mind.
126,I might almost say that mind was at fault and that personality controlled
126,"it.  Thus, when my wife came downstairs and I was impelled to slip behind"
126,"the door and alarm her by some wild cry as she entered, I was able to"
126,stifle the impulse and to greet her with dignity and restraint.  An
126,overpowering desire to quack like a duck was met and mastered in the same
126,fashion.
126,
126,"""Later, when I descended to order the car and found Austin bending over"
126,"it absorbed in repairs, I controlled my open hand even after I had lifted"
126,it and refrained from giving him an experience which would possibly have
126,"caused him to follow in the steps of the housekeeper.  On the contrary, I"
126,touched him on the shoulder and ordered the car to be at the door in time
126,to meet your train.  At the present instant I am most forcibly tempted to
126,take Professor Summerlee by that silly old beard of his and to shake his
126,"head violently backwards and forwards.  And yet, as you see, I am"
126,"perfectly restrained.  Let me commend my example to you."""
126,
126,"""I'll look out for that buffalo,"" said Lord John."
126,
126,"""And I for the football match."""
126,
126,"""It may be that you are right, Challenger,"" said Summerlee in a chastened"
126,"voice.  ""I am willing to admit that my turn of mind is critical rather"
126,"than constructive and that I am not a ready convert to any new theory,"
126,especially when it happens to be so unusual and fantastic as this one.
126,"However, as I cast my mind back over the events of the morning, and as I"
126,"reconsider the fatuous conduct of my companions, I find it easy to"
126,believe that some poison of an exciting kind was responsible for their
126,"symptoms."""
126,
126,"Challenger slapped his colleague good-humouredly upon the shoulder.  ""We"
126,"progress,"" said he.  ""Decidedly we progress."""
126,
126,"""And pray, sir,"" asked Summerlee humbly, ""what is your opinion as to the"
126,"present outlook?"""
126,
126,"""With your permission I will say a few words upon that subject."" He"
126,"seated himself upon his desk, his short, stumpy legs swinging in front of"
126,"him.  ""We are assisting at a tremendous and awful function.  It is, in my"
126,"opinion, the end of the world."""
126,
126,The end of the world!  Our eyes turned to the great bow-window and we
126,"looked out at the summer beauty of the country-side, the long slopes of"
126,"heather, the great country-houses, the cozy farms, the pleasure-seekers"
126,upon the links.
126,
126,"The end of the world!  One had often heard the words, but the idea that"
126,"they could ever have an immediate practical significance, that it should"
126,"not be at some vague date, but now, to-day, that was a tremendous, a"
126,staggering thought.  We were all struck solemn and waited in silence for
126,Challenger to continue.  His overpowering presence and appearance lent
126,such force to the solemnity of his words that for a moment all the
126,"crudities and absurdities of the man vanished, and he loomed before us as"
126,something majestic and beyond the range of ordinary humanity.  Then to
126,"me, at least, there came back the cheering recollection of how twice"
126,"since we had entered the room he had roared with laughter.  Surely, I"
126,"thought, there are limits to mental detachment.  The crisis cannot be so"
126,great or so pressing after all.
126,
126,"""You will conceive a bunch of grapes,"" said he, ""which are covered by"
126,some infinitesimal but noxious bacillus.  The gardener passes it through
126,a disinfecting medium.  It may be that he desires his grapes to be
126,cleaner.  It may be that he needs space to breed some fresh bacillus less
126,noxious than the last.  He dips it into the poison and they are gone.
126,"Our Gardener is, in my opinion, about to dip the solar system, and the"
126,"human bacillus, the little mortal vibrio which twisted and wriggled upon"
126,"the outer rind of the earth, will in an instant be sterilized out of"
126,"existence."""
126,
126,Again there was silence.  It was broken by the high trill of the
126,telephone-bell.
126,
126,"""There is one of our bacilli squeaking for help,"" said he with a grim"
126,"smile.  ""They are beginning to realize that their continued existence is"
126,"not really one of the necessities of the universe."""
126,
126,He was gone from the room for a minute or two.  I remember that none of
126,us spoke in his absence.  The situation seemed beyond all words or
126,comments.
126,
126,"""The medical officer of health for Brighton,"" said he when he returned."
126,"""The symptoms are for some reason developing more rapidly upon the sea"
126,level.  Our seven hundred feet of elevation give us an advantage.  Folk
126,seem to have learned that I am the first authority upon the question.  No
126,doubt it comes from my letter in the Times.  That was the mayor of a
126,provincial town with whom I talked when we first arrived.  You may have
126,heard me upon the telephone.  He seemed to put an entirely inflated value
126,"upon his own life.  I helped him to readjust his ideas."""
126,
126,"Summerlee had risen and was standing by the window.  His thin, bony hands"
126,were trembling with his emotion.
126,
126,"""Challenger,"" said he earnestly, ""this thing is too serious for mere"
126,futile argument.  Do not suppose that I desire to irritate you by any
126,question I may ask.  But I put it to you whether there may not be some
126,fallacy in your information or in your reasoning.  There is the sun
126,shining as brightly as ever in the blue sky.  There are the heather and
126,the flowers and the birds.  There are the folk enjoying themselves upon
126,the golf-links and the laborers yonder cutting the corn.  You tell us
126,that they and we may be upon the very brink of destruction--that this
126,sunlit day may be that day of doom which the human race has so long
126,"awaited.  So far as we know, you found this tremendous judgment upon"
126,what?  Upon some abnormal lines in a spectrum--upon rumours from
126,Sumatra--upon some curious personal excitement which we have discerned in
126,each other.  This latter symptom is not so marked but that you and we
126,"could, by a deliberate effort, control it.  You need not stand on"
126,"ceremony with us, Challenger.  We have all faced death together before"
126,"now.  Speak out, and let us know exactly where we stand, and what, in"
126,"your opinion, are our prospects for our future."""
126,
126,"It was a brave, good speech, a speech from that stanch and strong spirit"
126,which lay behind all the acidities and angularities of the old zoologist.
126,Lord John rose and shook him by the hand.
126,
126,"""My sentiment to a tick,"" said he.  ""Now, Challenger, it's up to you to"
126,"tell us where we are.  We ain't nervous folk, as you know well; but when"
126,it comes to makin' a week-end visit and finding you've run full butt into
126,"the Day of Judgment, it wants a bit of explainin'.  What's the danger,"
126,"and how much of it is there, and what are we goin' to do to meet it?"""
126,
126,"He stood, tall and strong, in the sunshine at the window, with his brown"
126,"hand upon the shoulder of Summerlee.  I was lying back in an armchair, an"
126,"extinguished cigarette between my lips, in that sort of half-dazed state"
126,in which impressions become exceedingly distinct.  It may have been a new
126,"phase of the poisoning, but the delirious promptings had all passed away"
126,"and were succeeded by an exceedingly languid and, at the same time,"
126,perceptive state of mind.  I was a spectator.  It did not seem to be any
126,personal concern of mine.  But here were three strong men at a great
126,"crisis, and it was fascinating to observe them.  Challenger bent his"
126,heavy brows and stroked his beard before he answered.  One could see that
126,he was very carefully weighing his words.
126,
126,"""What was the last news when you left London?"" he asked."
126,
126,"""I was at the Gazette office about ten,"" said I.  ""There was a Reuter"
126,just come in from Singapore to the effect that the sickness seemed to be
126,universal in Sumatra and that the lighthouses had not been lit in
126,"consequence."""
126,
126,"""Events have been moving somewhat rapidly since then,"" said Challenger,"
126,"picking up his pile of telegrams.  ""I am in close touch both with the"
126,"authorities and with the press, so that news is converging upon me from"
126,"all parts.  There is, in fact, a general and very insistent demand that I"
126,should come to London; but I see no good end to be served.  From the
126,accounts the poisonous effect begins with mental excitement; the rioting
126,"in Paris this morning is said to have been very violent, and the Welsh"
126,colliers are in a state of uproar.  So far as the evidence to hand can be
126,"trusted, this stimulative stage, which varies much in races and in"
126,"individuals, is succeeded by a certain exaltation and mental lucidity--I"
126,"seem to discern some signs of it in our young friend here--which, after"
126,"an appreciable interval, turns to coma, deepening rapidly into death.  I"
126,"fancy, so far as my toxicology carries me, that there are some vegetable"
126,"nerve poisons----"""
126,
126,"""Datura,"" suggested Summerlee."
126,
126,"""Excellent!"" cried Challenger.  ""It would make for scientific precision"
126,"if we named our toxic agent.  Let it be daturon.  To you, my dear"
126,"Summerlee, belongs the honour--posthumous, alas, but none the less"
126,"unique--of having given a name to the universal destroyer, the Great"
126,"Gardener's disinfectant.  The symptoms of daturon, then, may be taken to"
126,be such as I indicate.  That it will involve the whole world and that no
126,"life can possibly remain behind seems to me to be certain, since ether is"
126,a universal medium.  Up to now it has been capricious in the places which
126,"it has attacked, but the difference is only a matter of a few hours, and"
126,it is like an advancing tide which covers one strip of sand and then
126,"another, running hither and thither in irregular streams, until at last"
126,it has submerged it all.  There are laws at work in connection with the
126,action and distribution of daturon which would have been of deep interest
126,had the time at our disposal permitted us to study them.  So far as I can
126,"trace them""--here he glanced over his telegrams--""the less developed"
126,races have been the first to respond to its influence.  There are
126,"deplorable accounts from Africa, and the Australian aborigines appear to"
126,have been already exterminated.  The Northern races have as yet shown
126,"greater resisting power than the Southern.  This, you see, is dated from"
126,Marseilles at nine-forty-five this morning.  I give it to you verbatim:--
126,
126,"""'All night delirious excitement throughout Provence.  Tumult of vine"
126,growers at Nimes.  Socialistic upheaval at Toulon.  Sudden illness
126,attended by coma attacked population this morning.  _Peste foudroyante_.
126,Great numbers of dead in the streets.  Paralysis of business and
126,universal chaos.'
126,
126,"""An hour later came the following, from the same source:--"
126,
126,"""'We are threatened with utter extermination.  Cathedrals and churches"
126,full to overflowing.  The dead outnumber the living.  It is inconceivable
126,"and horrible.  Decease seems to be painless, but swift and inevitable.'"
126,
126,"""There is a similar telegram from Paris, where the development is not yet"
126,as acute.  India and Persia appear to be utterly wiped out.  The Slavonic
126,"population of Austria is down, while the Teutonic has hardly been"
126,"affected.  Speaking generally, the dwellers upon the plains and upon the"
126,"seashore seem, so far as my limited information goes, to have felt the"
126,effects more rapidly than those inland or on the heights.  Even a little
126,"elevation makes a considerable difference, and perhaps if there be a"
126,"survivor of the human race, he will again be found upon the summit of"
126,some Ararat.  Even our own little hill may presently prove to be a
126,temporary island amid a sea of disaster.  But at the present rate of
126,"advance a few short hours will submerge us all."""
126,
126,Lord John Roxton wiped his brow.
126,
126,"""What beats me,"" said he, ""is how you could sit there laughin' with that"
126,stack of telegrams under your hand.  I've seen death as often as most
126,"folk, but universal death--it's awful!"""
126,
126,"""As to the laughter,"" said Challenger, ""you will bear in mind that, like"
126,"yourselves, I have not been exempt from the stimulating cerebral effects"
126,of the etheric poison.  But as to the horror with which universal death
126,"appears to inspire you, I would put it to you that it is somewhat"
126,exaggerated.  If you were sent to sea alone in an open boat to some
126,"unknown destination, your heart might well sink within you.  The"
126,"isolation, the uncertainty, would oppress you.  But if your voyage were"
126,"made in a goodly ship, which bore within it all your relations and your"
126,"friends, you would feel that, however uncertain your destination might"
126,"still remain, you would at least have one common and simultaneous"
126,experience which would hold you to the end in the same close communion.
126,"A lonely death may be terrible, but a universal one, as painless as this"
126,"would appear to be, is not, in my judgment, a matter for apprehension."
126,"Indeed, I could sympathize with the person who took the view that the"
126,"horror lay in the idea of surviving when all that is learned, famous, and"
126,"exalted had passed away."""
126,
126,"""What, then, do you propose to do?"" asked Summerlee, who had for once"
126,nodded his assent to the reasoning of his brother scientist.
126,
126,"""To take our lunch,"" said Challenger as the boom of a gong sounded"
126,"through the house.  ""We have a cook whose omelettes are only excelled by"
126,her cutlets.  We can but trust that no cosmic disturbance has dulled her
126,"excellent abilities.  My Scharzberger of '96 must also be rescued, so far"
126,"as our earnest and united efforts can do it, from what would be a"
126,"deplorable waste of a great vintage.""  He levered his great bulk off the"
126,"desk, upon which he had sat while he announced the doom of the planet."
126,"""Come,"" said he.  ""If there is little time left, there is the more need"
126,"that we should spend it in sober and reasonable enjoyment."""
126,
126,"And, indeed, it proved to be a very merry meal.  It is true that we could"
126,not forget our awful situation.  The full solemnity of the event loomed
126,ever at the back of our minds and tempered our thoughts.  But surely it
126,is the soul which has never faced death which shies strongly from it at
126,"the end.  To each of us men it had, for one great epoch in our lives,"
126,"been a familiar presence.  As to the lady, she leaned upon the strong"
126,guidance of her mighty husband and was well content to go whither his
126,path might lead.  The future was our fate.  The present was our own.  We
126,"passed it in goodly comradeship and gentle merriment.  Our minds were, as"
126,"I have said, singularly lucid.  Even I struck sparks at times.  As to"
126,"Challenger, he was wonderful!  Never have I so realized the elemental"
126,"greatness of the man, the sweep and power of his understanding."
126,"Summerlee drew him on with his chorus of subacid criticism, while Lord"
126,"John and I laughed at the contest and the lady, her hand upon his sleeve,"
126,"controlled the bellowings of the philosopher.  Life, death, fate, the"
126,destiny of man--these were the stupendous subjects of that memorable
126,"hour, made vital by the fact that as the meal progressed strange, sudden"
126,exaltations in my mind and tinglings in my limbs proclaimed that the
126,invisible tide of death was slowly and gently rising around us.  Once I
126,"saw Lord John put his hand suddenly to his eyes, and once Summerlee"
126,dropped back for an instant in his chair.  Each breath we breathed was
126,charged with strange forces.  And yet our minds were happy and at ease.
126,Presently Austin laid the cigarettes upon the table and was about to
126,withdraw.
126,
126,"""Austin!"" said his master."
126,
126,"""Yes, sir?"""
126,
126,"""I thank you for your faithful service.""  A smile stole over the"
126,servant's gnarled face.
126,
126,"""I've done my duty, sir."""
126,
126,"""I'm expecting the end of the world to-day, Austin."""
126,
126,"""Yes, sir.  What time, sir?"""
126,
126,"""I can't say, Austin.  Before evening."""
126,
126,"""Very good, sir."""
126,
126,"The taciturn Austin saluted and withdrew.  Challenger lit a cigarette,"
126,"and, drawing his chair closer to his wife's, he took her hand in his."
126,
126,"""You know how matters stand, dear,"" said he.  ""I have explained it also"
126,"to our friends here.  You're not afraid are you?"""
126,
126,"""It won't be painful, George?"""
126,
126,"""No more than laughing-gas at the dentist's.  Every time you have had it"
126,"you have practically died."""
126,
126,"""But that is a pleasant sensation."""
126,
126,"""So may death be.  The worn-out bodily machine can't record its"
126,"impression, but we know the mental pleasure which lies in a dream or a"
126,trance.  Nature may build a beautiful door and hang it with many a gauzy
126,and shimmering curtain to make an entrance to the new life for our
126,"wondering souls.  In all my probings of the actual, I have always found"
126,wisdom and kindness at the core; and if ever the frightened mortal needs
126,"tenderness, it is surely as he makes the passage perilous from life to"
126,"life.  No, Summerlee, I will have none of your materialism, for I, at"
126,"least, am too great a thing to end in mere physical constituents, a"
126,"packet of salts and three bucketfuls of water.  Here--here""--and he beat"
126,"his great head with his huge, hairy fist--""there is something which uses"
126,"matter, but is not of it--something which might destroy death, but which"
126,"death can never destroy."""
126,
126,"""Talkin' of death,"" said Lord John.  ""I'm a Christian of sorts, but it"
126,seems to me there was somethin' mighty natural in those ancestors of ours
126,"who were buried with their axes and bows and arrows and the like, same as"
126,"if they were livin' on just the same as they used to.  I don't know,"" he"
126,"added, looking round the table in a shamefaced way, ""that I wouldn't feel"
126,more homely myself if I was put away with my old .450 Express and the
126,"fowlin'-piece, the shorter one with the rubbered stock, and a clip or two"
126,"of cartridges--just a fool's fancy, of course, but there it is.  How does"
126,"it strike you, Herr Professor?"""
126,
126,"""Well,"" said Summerlee, ""since you ask my opinion, it strikes me as an"
126,indefensible throwback to the Stone Age or before it.  I'm of the
126,"twentieth century myself, and would wish to die like a reasonable"
126,civilized man.  I don't know that I am more afraid of death than the rest
126,"of you, for I am an oldish man, and, come what may, I can't have very"
126,much longer to live; but it is all against my nature to sit waiting
126,"without a struggle like a sheep for the butcher.  Is it quite certain,"
126,"Challenger, that there is nothing we can do?"""
126,
126,"""To save us--nothing,"" said Challenger.  ""To prolong our lives a few"
126,hours and thus to see the evolution of this mighty tragedy before we are
126,actually involved in it--that may prove to be within my powers.  I have
126,"taken certain steps----"""
126,
126,"""The oxygen?"""
126,
126,"""Exactly.  The oxygen."""
126,
126,"""But what can oxygen effect in the face of a poisoning of the ether?"
126,There is not a greater difference in quality between a brick-bat and a
126,gas than there is between oxygen and ether.  They are different planes of
126,"matter.  They cannot impinge upon one another.  Come, Challenger, you"
126,"could not defend such a proposition."""
126,
126,"""My good Summerlee, this etheric poison is most certainly influenced by"
126,material agents.  We see it in the methods and distribution of the
126,"outbreak.  We should not _a priori_ have expected it, but it is"
126,undoubtedly a fact.  Hence I am strongly of opinion that a gas like
126,"oxygen, which increases the vitality and the resisting power of the body,"
126,would be extremely likely to delay the action of what you have so happily
126,"named the daturon.  It may be that I am mistaken, but I have every"
126,"confidence in the correctness of my reasoning."""
126,
126,"""Well,"" said Lord John, ""if we've got to sit suckin' at those tubes like"
126,"so many babies with their bottles, I'm not takin' any."""
126,
126,"""There will be no need for that,"" Challenger answered.  ""We have made"
126,arrangements--it is to my wife that you chiefly owe it--that her boudoir
126,shall be made as airtight as is practicable.  With matting and varnished
126,"paper."""
126,
126,"""Good heavens, Challenger, you don't suppose you can keep out ether with"
126,"varnished paper?"""
126,
126,"""Really, my worthy friend, you are a trifle perverse in missing the"
126,point.  It is not to keep out the ether that we have gone to such
126,trouble.  It is to keep in the oxygen.  I trust that if we can ensure an
126,"atmosphere hyper-oxygenated to a certain point, we may be able to retain"
126,our senses.  I had two tubes of the gas and you have brought me three
126,"more.  It is not much, but it is something."""
126,
126,"""How long will they last?"""
126,
126,"""I have not an idea.  We will not turn them on until our symptoms become"
126,unbearable.  Then we shall dole the gas out as it is urgently needed.  It
126,"may give us some hours, possibly even some days, on which we may look out"
126,"upon a blasted world.  Our own fate is delayed to that extent, and we"
126,"will have the very singular experience, we five, of being, in all"
126,"probability, the absolute rear guard of the human race upon its march"
126,into the unknown.  Perhaps you will be kind enough now to give me a hand
126,with the cylinders.  It seems to me that the atmosphere already grows
126,"somewhat more oppressive."""
126,
126,
126,
126,Chapter III
126,
126,SUBMERGED
126,
126,
126,The chamber which was destined to be the scene of our unforgettable
126,"experience was a charmingly feminine sitting-room, some fourteen or"
126,"sixteen feet square.  At the end of it, divided by a curtain of red"
126,"velvet, was a small apartment which formed the Professor's dressing-room."
126,"This in turn opened into a large bedroom.  The curtain was still hanging,"
126,but the boudoir and dressing-room could be taken as one chamber for the
126,purposes of our experiment.  One door and the window frame had been
126,plastered round with varnished paper so as to be practically sealed.
126,"Above the other door, which opened on to the landing, there hung a"
126,fanlight which could be drawn by a cord when some ventilation became
126,absolutely necessary.  A large shrub in a tub stood in each corner.
126,
126,"""How to get rid of our excessive carbon dioxide without unduly wasting"
126,"our oxygen is a delicate and vital question,"" said Challenger, looking"
126,round him after the five iron tubes had been laid side by side against
126,"the wall.  ""With longer time for preparation I could have brought the"
126,whole concentrated force of my intelligence to bear more fully upon the
126,"problem, but as it is we must do what we can.  The shrubs will be of some"
126,small service.  Two of the oxygen tubes are ready to be turned on at an
126,"instant's notice, so that we cannot be taken unawares.  At the same time,"
126,"it would be well not to go far from the room, as the crisis may be a"
126,"sudden and urgent one."""
126,
126,"There was a broad, low window opening out upon a balcony.  The view"
126,beyond was the same as that which we had already admired from the study.
126,"Looking out, I could see no sign of disorder anywhere.  There was a road"
126,"curving down the side of the hill, under my very eyes.  A cab from the"
126,"station, one of those prehistoric survivals which are only to be found in"
126,"our country villages, was toiling slowly up the hill.  Lower down was a"
126,nurse girl wheeling a perambulator and leading a second child by the
126,hand.  The blue reeks of smoke from the cottages gave the whole
126,widespread landscape an air of settled order and homely comfort.  Nowhere
126,in the blue heaven or on the sunlit earth was there any foreshadowing of
126,a catastrophe.  The harvesters were back in the fields once more and the
126,"golfers, in pairs and fours, were still streaming round the links.  There"
126,"was so strange a turmoil within my own head, and such a jangling of my"
126,"overstrung nerves, that the indifference of those people was amazing."
126,
126,"""Those fellows don't seem to feel any ill effects,"" said I, pointing down"
126,at the links.
126,
126,"""Have you played golf?"" asked Lord John."
126,
126,"""No, I have not."""
126,
126,"""Well, young fellah, when you do you'll learn that once fairly out on a"
126,"round, it would take the crack of doom to stop a true golfer.  Halloa!"
126,"There's that telephone-bell again."""
126,
126,"From time to time during and after lunch the high, insistent ring had"
126,summoned the Professor.  He gave us the news as it came through to him in
126,a few curt sentences.  Such terrific items had never been registered in
126,the world's history before.  The great shadow was creeping up from the
126,south like a rising tide of death.  Egypt had gone through its delirium
126,"and was now comatose.  Spain and Portugal, after a wild frenzy in which"
126,"the Clericals and the Anarchists had fought most desperately, were now"
126,fallen silent.  No cable messages were received any longer from South
126,"America.  In North America the southern states, after some terrible"
126,"racial rioting, had succumbed to the poison.  North of Maryland the"
126,"effect was not yet marked, and in Canada it was hardly perceptible."
126,"Belgium, Holland, and Denmark had each in turn been affected.  Despairing"
126,messages were flashing from every quarter to the great centres of
126,"learning, to the chemists and the doctors of world-wide repute, imploring"
126,their advice.  The astronomers too were deluged with inquiries.  Nothing
126,could be done.  The thing was universal and beyond our human knowledge or
126,"control.  It was death--painless but inevitable--death for young and old,"
126,"for weak and strong, for rich and poor, without hope or possibility of"
126,"escape.  Such was the news which, in scattered, distracted messages, the"
126,telephone had brought us.  The great cities already knew their fate and
126,so far as we could gather were preparing to meet it with dignity and
126,resignation.  Yet here were our golfers and laborers like the lambs who
126,gambol under the shadow of the knife.  It seemed amazing.  And yet how
126,could they know?  It had all come upon us in one giant stride.  What was
126,there in the morning paper to alarm them?  And now it was but three in
126,"the afternoon.  Even as we looked some rumour seemed to have spread, for"
126,we saw the reapers hurrying from the fields.  Some of the golfers were
126,returning to the club-house.  They were running as if taking refuge from
126,a shower.  Their little caddies trailed behind them.  Others were
126,continuing their game.  The nurse had turned and was pushing her
126,perambulator hurriedly up the hill again.  I noticed that she had her
126,"hand to her brow.  The cab had stopped and the tired horse, with his head"
126,"sunk to his knees, was resting.  Above there was a perfect summer"
126,"sky--one huge vault of unbroken blue, save for a few fleecy white clouds"
126,"over the distant downs.  If the human race must die to-day, it was at"
126,least upon a glorious death-bed.  And yet all that gentle loveliness of
126,nature made this terrific and wholesale destruction the more pitiable and
126,awful.  Surely it was too goodly a residence that we should be so
126,"swiftly, so ruthlessly, evicted from it!"
126,
126,But I have said that the telephone-bell had rung once more.  Suddenly I
126,heard Challenger's tremendous voice from the hall.
126,
126,"""Malone!"" he cried.  ""You are wanted."""
126,
126,I rushed down to the instrument.  It was McArdle speaking from London.
126,
126,"""That you, Mr. Malone?"" cried his familiar voice.  ""Mr. Malone, there are"
126,"terrible goings-on in London.  For God's sake, see if Professor"
126,"Challenger can suggest anything that can be done."""
126,
126,"""He can suggest nothing, sir,"" I answered.  ""He regards the crisis as"
126,"universal and inevitable.  We have some oxygen here, but it can only"
126,"defer our fate for a few hours."""
126,
126,"""Oxygen!"" cried the agonized voice.  ""There is no time to get any.  The"
126,office has been a perfect pandemonium ever since you left in the morning.
126,Now half of the staff are insensible.  I am weighed down with heaviness
126,myself.  From my window I can see the people lying thick in Fleet Street.
126,"The traffic is all held up.  Judging by the last telegrams, the whole"
126,"world----"""
126,
126,"His voice had been sinking, and suddenly stopped.  An instant later I"
126,"heard through the telephone a muffled thud, as if his head had fallen"
126,forward on the desk.
126,
126,"""Mr. McArdle!"" I cried.  ""Mr. McArdle!"""
126,
126,There was no answer.  I knew as I replaced the receiver that I should
126,never hear his voice again.
126,
126,"At that instant, just as I took a step backwards from the telephone, the"
126,"thing was on us.  It was as if we were bathers, up to our shoulders in"
126,"water, who suddenly are submerged by a rolling wave.  An invisible hand"
126,seemed to have quietly closed round my throat and to be gently pressing
126,"the life from me.  I was conscious of immense oppression upon my chest,"
126,"great tightness within my head, a loud singing in my ears, and bright"
126,flashes before my eyes.  I staggered to the balustrades of the stair.  At
126,"the same moment, rushing and snorting like a wounded buffalo, Challenger"
126,"dashed past me, a terrible vision, with red-purple face, engorged eyes,"
126,"and bristling hair.  His little wife, insensible to all appearance, was"
126,"slung over his great shoulder, and he blundered and thundered up the"
126,"stair, scrambling and tripping, but carrying himself and her through"
126,sheer will-force through that mephitic atmosphere to the haven of
126,"temporary safety.  At the sight of his effort I too rushed up the steps,"
126,"clambering, falling, clutching at the rail, until I tumbled half"
126,senseless upon by face on the upper landing.  Lord John's fingers of
126,"steel were in the collar of my coat, and a moment later I was stretched"
126,"upon my back, unable to speak or move, on the boudoir carpet.  The woman"
126,"lay beside me, and Summerlee was bunched in a chair by the window, his"
126,"head nearly touching his knees.  As in a dream I saw Challenger, like a"
126,"monstrous beetle, crawling slowly across the floor, and a moment later I"
126,heard the gentle hissing of the escaping oxygen.  Challenger breathed two
126,"or three times with enormous gulps, his lungs roaring as he drew in the"
126,vital gas.
126,
126,"""It works!"" he cried exultantly.  ""My reasoning has been justified!"" He"
126,"was up on his feet again, alert and strong.  With a tube in his hand he"
126,rushed over to his wife and held it to her face.  In a few seconds she
126,"moaned, stirred, and sat up.  He turned to me, and I felt the tide of"
126,life stealing warmly through my arteries.  My reason told me that it was
126,"but a little respite, and yet, carelessly as we talk of its value, every"
126,hour of existence now seemed an inestimable thing.  Never have I known
126,such a thrill of sensuous joy as came with that freshet of life.  The
126,"weight fell away from my lungs, the band loosened from my brow, a sweet"
126,"feeling of peace and gentle, languid comfort stole over me.  I lay"
126,"watching Summerlee revive under the same remedy, and finally Lord John"
126,"took his turn.  He sprang to his feet and gave me a hand to rise, while"
126,Challenger picked up his wife and laid her on the settee.
126,
126,"""Oh, George, I am so sorry you brought me back,"" she said, holding him by"
126,"the hand.  ""The door of death is indeed, as you said, hung with"
126,"beautiful, shimmering curtains; for, once the choking feeling had passed,"
126,it was all unspeakably soothing and beautiful.  Why have you dragged me
126,"back?"""
126,
126,"""Because I wish that we make the passage together.  We have been together"
126,"so many years.  It would be sad to fall apart at the supreme moment."""
126,
126,"For a moment in his tender voice I caught a glimpse of a new Challenger,"
126,"something very far from the bullying, ranting, arrogant man who had"
126,alternately amazed and offended his generation.  Here in the shadow of
126,"death was the innermost Challenger, the man who had won and held a"
126,woman's love.  Suddenly his mood changed and he was our strong captain
126,once again.
126,
126,"""Alone of all mankind I saw and foretold this catastrophe,"" said he with"
126,"a ring of exultation and scientific triumph in his voice.  ""As to you, my"
126,"good Summerlee, I trust your last doubts have been resolved as to the"
126,meaning of the blurring of the lines in the spectrum and that you will no
126,"longer contend that my letter in the Times was based upon a delusion."""
126,
126,For once our pugnacious colleague was deaf to a challenge.  He could but
126,"sit gasping and stretching his long, thin limbs, as if to assure himself"
126,that he was still really upon this planet.  Challenger walked across to
126,"the oxygen tube, and the sound of the loud hissing fell away till it was"
126,the most gentle sibilation.
126,
126,"""We must husband our supply of the gas,"" said he.  ""The atmosphere of the"
126,"room is now strongly hyperoxygenated, and I take it that none of us feel"
126,any distressing symptoms.  We can only determine by actual experiments
126,what amount added to the air will serve to neutralize the poison.  Let us
126,"see how that will do."""
126,
126,"We sat in silent nervous tension for five minutes or more, observing our"
126,own sensations.  I had just begun to fancy that I felt the constriction
126,round my temples again when Mrs. Challenger called out from the sofa that
126,she was fainting.  Her husband turned on more gas.
126,
126,"""In pre-scientific days,"" said he, ""they used to keep a white mouse in"
126,"every submarine, as its more delicate organization gave signs of a"
126,"vicious atmosphere before it was perceived by the sailors.  You, my dear,"
